sex,Age,Married,Number_children,education_level,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,incoming_salary,incoming_own_farm,incoming_business,incoming_no_business,incoming_agricultural,farm_expenses,labor_primary,lasting_investment,no_lasting_investmen
0,66,0,0,9,1,2833024,28026898,23399979,14894294,51249184,1,0,0,0,57254949,41072755,1,68144452,20122644.0
1,32,1,4,7,6,57247251,25590649,23048441,67801314,31285446,0,0,0,0,35449393,29840928,0,87814154,63885474.89414627
1,27,0,3,8,5,11211945,12180329,96092224,31335064,26587459,0,0,0,0,65225885,23285468,0,35055628,14163576.030350003
1,29,1,5,7,7,10716047,27408584,21900223,71298202,35566076,0,0,0,1,26834819,74528263,0,43817911,40643629.7321362
1,42,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,4,12,6,28738491,17938941,98303889,93136359,5039898,0,1,0,0,93136359,24902590,0,21419992,30676729.450971983
1,22,1,2,10,4,28912201,18289552,23399979,26692283,28106974,1,0,0,0,30028818,31363432,1,1840166,33603850.543647975
1,27,1,4,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,4,14,6,89500557,16912231,23399979,26692283,12251758,0,0,0,0,30028818,26692283,1,2595838,40038424.0
1,22,1,1,9,3,28912201,24423439,23399979,13613065,27866743,0,0,0,0,30028818,31363432,0,35954506,1601537.0
1,27,1,3,14,5,34285342,32831509,32030739,60057635,66944244,0,1,0,0,90753765,52939696,0,69038696,49109352.0
1,39,1,2,2,5,27180712,24145228,46684477,20279211,15902196,0,0,0,0,38955445,34685639,0,24980240,62426838.739218615
1,21,1,1,10,3,11611143,22861940,11558102,68278861,19698906,1,0,0,1,93422991,62704625,1,1321268,62704625.0
1,24,0,3,10,5,37172832,22037149,3203074,12678834,19538752,0,1,0,0,93422985,40705733,0,25850525,75405703.0
1,20,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,8,6,39470334,22423075,23342068,19991874,72199151,0,0,0,0,28142024,41247834,0,66217252,19295625.766585466
1,21,1,0,9,2,60103428,30749246,65535671,25216168,42200219,0,0,0,0,31719393,76568447,0,43533176,30000069.350732427
1,24,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,47,1,4,9,6,41651593,24103131,23399979,10676913,15695063,0,1,0,0,12011527,10009606,0,78967401,84547806.0
1,20,1,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,4,12,6,16659769,15006481,94367361,76121024,8539815,0,0,0,1,88202631,10381555,0,24315581,10079362.10052557
1,26,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,1,2,10,5,24736235,96316613,10645742,2987004,8871075,0,0,0,0,10882609,35583749,0,39137478,46103002.64285069
1,42,1,1,8,3,16521257,14894295,23399979,40038425,13613065,0,1,0,0,37369196,31140998,0,17347189,31140998.0
1,60,1,3,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,36,0,2,3,3,41303144,65663017,23399979,52049953,96092218,0,1,0,1,93422985,6361661,0,79402557,19587687.0
1,57,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,7,7,9,28912201,15534909,23399979,49380727,13436895,1,0,0,0,80076847,66730708,1,1601537,71802239.0
1,33,1,2,5,4,31171940,23051323,23399979,70130116,46456845,0,1,0,0,16428245,72549421,0,27114908,64635176.52276364
1,32,0,5,2,7,20270505,81795329,15341702,22718494,73083168,0,0,0,0,58053086,17596831,0,97785367,49430580.630715124
1,29,1,6,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,3,9,5,37172832,23222287,16015369,14680755,40999348,0,0,1,1,18684598,30251253,0,3206449,41141705.0
1,31,1,5,10,7,51869266,23859295,23399979,9345277,12659215,0,1,0,0,41895094,57338250,0,13854302,2378441.8516503247
1,35,1,2,6,4,67399603,27786667,32030739,3203074,17937214,0,1,0,0,12812296,91821451,0,10399473,42093727.0
1,28,1,5,10,7,20651573,34753354,23399979,1134422,2033952,0,0,1,1,53384566,84525573,0,43705121,42912292.0
1,26,1,5,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,0,4,3,5,25117429,89814117,10329960,21204530,85988407,0,0,0,0,77891235,23322050,0,96835718,71547330.97273338
1,25,0,1,11,2,28912201,48846878,23399979,26692283,19618828,0,0,0,0,30028818,31363432,0,54452259,33603850.543647975
1,41,0,3,10,4,37172832,99295296,23399979,53384566,25464439,1,0,0,0,20553058,10848188,1,17490501,24194331.0
1,63,1,1,6,3,12652142,22861940,92779984,38370154,1577514,0,1,0,0,38370156,31975129,0,13132603,73932061.0
1,28,1,1,3,3,19456739,16260119,23399979,54787452,54452257,0,0,0,0,15587456,70709590,0,29444413,86613084.95485614
1,76,1,0,1,2,16095447,22861940,13186331,18684597,32671356,0,0,0,0,18684597,48935852,0,21220364,48935852.0
1,41,1,4,6,6,53600487,22728728,18379149,88992738,20029074,0,0,0,0,15307600,68655281,0,16621458,24364319.513794832
1,59,0,2,9,3,1018915,47245342,23399979,262919,30108896,0,0,0,0,66730709,13968961,1,15714453,20214956.0
1,19,1,1,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,36,1,4,8,6,72700995,23462517,80076847,62459941,89686069,0,1,0,0,66730709,10899348,0,10200912,32119713.0
0,49,1,0,3,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,30,1,3,10,5,28912201,33632278,23399979,26692283,20499674,1,0,0,0,3203074,96092218,1,3843689,2462363.0
0,50,0,1,6,3,28912201,62338249,23399979,30672836,24514694,0,0,0,0,53345940,4498038,0,63619480,16019238.569600616
1,30,1,2,14,4,27386282,11210759,93739479,64595323,25704668,0,0,0,0,3203074,31140997,0,36527759,16059856.0
1,24,1,2,6,4,23442432,19823342,10733459,24410811,19130711,1,0,0,0,83954402,69961999,1,22988916,53921714.72482333
0,43,0,0,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,61,0,0,2,1,32270137,22861940,23957026,16332811,87384009,0,0,0,0,28675512,43966703,0,56018976,45303301.43289129
1,42,1,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,0,4,8,6,57627496,10437852,23399979,19563001,91231273,0,0,0,0,19398342,19890504,0,11199933,59604678.78041048
1,28,1,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,3,9,5,33042515,10570144,3203074,53384566,41639961,1,0,0,1,42707653,95647341,1,14354857,49603157.0
1,33,0,3,5,5,11392382,78928606,23399979,41699110,15152027,0,0,0,0,55066814,34347506,0,21255135,60082185.62107935
0,28,0,2,11,4,11028561,29021685,59978469,16095898,10779787,0,0,0,0,26019483,81425503,0,14498628,58721493.0511349
1,38,1,6,11,11,18811581,32136156,4349136,30109511,91546465,0,0,0,0,72482047,30453580,0,39926927,72558760.12920567
0,22,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,2,10,4,5927561,24343362,32030739,25357668,56053796,0,0,0,1,20019213,10276529,1,84740051,49340683.0
1,26,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,46,0,3,5,4,19791822,13884098,20316307,82276807,46606435,0,0,0,0,13745061,18309121,0,14255712,38748446.23418006
1,60,0,1,9,3,28912201,82479156,23399979,66730708,23862902,0,1,0,0,50314951,11096205,0,90486839,1712499.0
1,32,1,5,6,7,42065192,43993983,23399979,80550548,13359520,0,1,0,0,11839537,87885754,0,12318323,22823830.388230614
1,20,1,3,10,5,75386055,14418638,23399979,13346142,1473414,0,0,0,0,40038424,33365354,0,15649756,49380726.0
1,46,0,7,5,8,34766083,8215885,23399979,88084536,1040999,1,0,0,0,12812296,84525561,1,90039685,55164051.0
1,25,1,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,3,9,5,19620555,16191539,23399979,31363432,12411912,0,0,0,0,36034582,3002882,0,36933173,12345181.0
0,65,0,0,4,1,89701015,23919924,16409171,32088920,5731955,0,0,0,0,39516930,26150617,0,93924385,30159819.812190637
1,37,1,5,9,7,35007062,19298521,3203074,54185338,33440094,0,1,0,0,60057635,69466667,0,59910962,54058544.0
0,30,0,2,9,3,55750938,27966144,32021168,23927538,34562198,0,0,0,0,75803939,13562855,0,9141373,32148523.063169863
1,27,1,3,7,6,22375139,172966,80076847,4417573,11386928,0,1,0,0,37369196,21398315,0,21135651,11575554.0
1,57,1,4,1,7,83646683,11370913,23399979,26692283,58936562,1,0,0,0,40038424,47378802,1,20216043,15681717.0
1,44,1,6,9,9,13853294,16015369,10269474,11477681,81678391,0,0,0,0,74738393,92978115,0,3551821,42663166.0
1,48,0,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,61,1,3,8,5,65851208,54996783,40038424,1601537,10970529,1,0,0,1,16816138,10743644,1,12795881,71868973.0
1,41,1,4,7,6,59371530,27525971,23399979,72925617,46297818,0,1,0,0,38416914,38209005,0,93074641,71284168.5312749
1,26,1,4,8,6,33042515,10249837,23399979,53384566,16015369,0,1,0,0,28827665,68465705,0,13714243,10716951.0
1,53,0,0,6,1,18900500,84238400,23988546,16358342,44463033,0,0,0,0,47048207,56955552,0,25148461,13283076.565687187
1,47,1,4,1,7,80199539,15534909,23399979,22421517,20499674,1,0,0,1,25624592,52049953,1,25476707,67398014.0
1,23,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,4,7,6,35169754,22861940,87063751,47512269,82479156,0,0,0,0,26692283,20321726,0,65737952,21656338.0
1,24,1,2,10,4,1297245,22861940,17817482,24556902,1905829,0,1,0,0,34900162,88529406,0,14864807,11522169.0
1,21,1,1,6,3,28860180,13452278,23399979,41386228,46133534,0,0,0,0,45245023,64495363,0,18007054,64587665.29647571
1,32,1,2,14,4,28912201,28026897,23399979,10676913,42440731,1,0,0,0,30028818,31363432,1,3683535,26692283.0
1,26,1,3,9,5,32907357,17501671,19376323,76194220,43736580,0,0,0,0,56729981,44403524,0,13245296,76684916.06504732
1,29,1,3,8,5,15884613,54201459,23399979,30159375,20585093,0,0,0,0,32029899,35740760,0,21586828,72605915.53419566
1,23,1,3,10,5,20651573,16655984,16015369,40038424,10329914,0,0,0,1,50715337,3919317,0,1952191,32052986.0
1,24,0,1,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,3,10,5,28912201,1905829,23399979,49380727,30221003,0,1,0,0,30028818,31363432,0,249039,26558821.0
1,47,1,2,5,4,82606287,18337599,23399979,36701891,2162075,0,1,0,0,13346142,1240079,0,19644124,32420001.0
0,50,0,1,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,36,1,4,14,6,23350409,96092216,14521478,12812296,68385628,0,1,0,1,56053796,58426739,0,3802558,15633403.0
1,48,1,0,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,2,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,32,1,4,14,6,14628458,27065976,40038425,11210759,11819343,0,1,0,1,22955364,44932008,0,49541965,51631775.0
1,35,0,3,10,5,52667108,23542593,17937214,1601537,80076847,0,0,0,0,52049952,70067245,0,86779846,20452961.0
1,32,1,5,10,7,13920652,11771297,23399979,42707653,23542593,0,1,0,0,17603559,10603509,0,15610273,19665539.0
1,25,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,51,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,4,8,6,40893845,32351047,16015369,42707653,16495831,0,0,0,0,40038424,34699968,0,73565198,21700825.0
1,31,1,3,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,1,7,8,9,22674257,25887099,6921307,87659283,88305327,0,0,0,0,18763111,20277228,0,68703669,59685635.633985996
1,82,0,0,1,2,28912201,43721962,23399979,18684598,45884033,0,1,0,1,42707653,68955064,0,46604729,22043377.0
1,47,0,1,6,2,24781887,74855843,12812296,68786016,26985899,1,0,0,1,1981902,1900157,1,10796572,15192914.0
1,29,1,1,10,3,48788847,97556300,23396933,14077369,69723107,0,0,0,0,29990465,31282637,0,14940327,33861587.3048698
1,25,1,2,10,5,99127548,29067896,3203074,16682677,45884033,0,0,1,1,14747486,63783436,0,39461111,13198221.0
1,32,0,3,6,4,16521257,52850719,23399979,3203074,35233815,1,0,0,0,74738393,62281996,1,80582733,38258939.0
1,20,1,3,9,7,5714122,2033952,32030739,18017291,71268394,0,1,0,1,58723021,70067245,0,29256717,46211014.0
1,31,1,5,10,7,63678284,42040347,16015369,42707653,1169122,0,1,0,0,21006826,35256054,0,56255707,23144432.0
0,40,0,0,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,3,10,5,28816288,12191391,21368404,19592706,88350470,0,0,0,0,18775222,22199934,0,15394637,68999372.29296848
1,49,1,5,12,7,33872507,30429203,33320551,17136446,88084534,0,1,0,1,2314221,67704979,0,60624402,13478268.0
1,40,1,2,9,7,18553818,249039,28827667,10543451,53811642,0,0,0,1,42707653,26247411,0,48102176,33080637.0
1,21,1,4,10,6,26333401,22181288,23399979,73403776,22821901,1,0,0,0,26692283,16682677,1,5708291,7640666.0
1,55,1,1,8,5,90866913,35233813,23399979,17349985,17969246,0,1,0,1,27546436,28293822,0,51527423,65663018.0
1,33,1,5,7,7,57082793,23375461,29177942,63601369,32575016,0,0,0,0,34972085,29143402,0,88374588,66488968.83450724
1,49,0,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,62,1,7,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,39,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,0,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,1,5,10,7,6712542,14894295,80076847,13346142,67264557,0,1,0,1,93422985,52806234,0,22567758,14863153.0
0,68,0,0,3,2,82606288,5112883,16601801,31270702,49460871,0,1,0,0,24694427,22763844,0,42234703,26124819.28130469
1,36,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,3,9,5,12390944,61595111,23399979,10676913,81678391,0,0,1,1,40038424,33365354,0,65236511,10009606.0
1,55,0,2,8,4,51995551,27957387,18166957,53384566,53938038,0,0,0,0,53384566,40752617,0,11679700,48819179.05061773
1,19,1,1,9,3,28912201,28459314,44843037,41373043,7094809,0,0,1,1,49647646,11477681,0,34897491,45990807.0
1,73,0,1,1,2,20803966,22861940,54871326,54986105,11803328,0,1,0,0,54986105,45821756,0,26864514,21932161.0
1,30,1,4,10,6,30108896,22861940,10717238,47378802,35233814,0,0,0,1,15348064,75213295,0,10259119,79617516.0
1,35,0,5,8,6,68742737,2826713,23399979,78742236,10810375,0,1,0,1,88084536,46044188,0,10197463,61927429.0
1,25,1,3,10,5,29461129,17768867,19379660,93422992,37114447,0,0,0,0,56563221,50564296,0,30819150,76439182.99837552
1,23,1,4,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,61,1,0,4,2,20619279,66463783,23399979,13346141,30429204,0,1,0,0,11878066,98983884,0,27265659,17005209.0
1,26,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,1,6,7,9,34766083,12540034,23399979,42707653,16175524,0,0,0,0,36034582,29361513,1,16865457,32964969.0
1,33,0,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,4,9,6,18781476,41283472,23690981,15721830,13372221,0,1,0,0,44511221,35826808,0,29331006,79355831.83889541
1,29,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,1,2,11,3,41303144,35233815,23399979,26024976,14413833,1,0,0,0,30028818,31363432,1,87747717,33603850.543647975
1,19,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,0,3,1,5,86053429,736707,23399979,14680755,89686069,0,1,0,1,74738393,62281996,0,17253642,15510442.0
1,40,1,1,5,3,36350497,26265207,3203074,93422991,32014725,0,1,0,0,94624138,22899756,0,70463232,30156717.0
1,23,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,36,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,6,9,8,28912201,39269687,16015369,33365355,63180634,0,0,0,1,11744604,15125625,0,51129514,72247116.0
0,40,0,0,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,1,5,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,0,6,9,8,32831509,96092224,18364101,76339931,49855846,0,0,1,0,61926098,92177353,0,45209296,23684954.0
1,40,1,2,9,4,41303144,27626514,16015369,26692283,28267128,0,0,1,1,58723021,15336942,0,35406616,15707295.0
1,25,0,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,9,6,17142671,46444572,23399979,26692283,22101212,0,1,0,0,25624592,36034582,0,21787128,76073008.0
1,26,1,2,13,4,28435603,74153362,21154883,12442036,9902603,0,0,0,0,10344506,62252613,0,63902387,21962523.375708036
0,22,1,2,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,58,0,3,3,5,27958226,15032000,23399979,25306079,50877746,0,0,0,0,26258048,31123059,0,33801228,11789739.619630624
1,17,0,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,39,1,5,8,7,17968733,30188971,2722613,12011528,3763612,0,0,0,1,11210759,5765533,0,49278778,45803959.0
1,39,0,3,6,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,3,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,8,10,10,35111401,24026257,23399979,35367274,65983322,0,1,0,0,50715339,77630061,0,59621326,87839851.0
1,32,1,6,8,8,41303144,24823824,23399979,11611143,3074951,0,1,0,1,35233815,25847027,0,32283618,33601135.0
1,31,1,3,10,6,23456785,5893548,8608648,13355402,57507683,0,0,0,0,16190018,16822027,0,24115187,62499065.32854011
1,34,1,0,9,4,15816479,45873453,29763930,81984054,6724404,0,0,0,0,11377967,16579261,0,56458156,44624446.63809385
1,26,1,4,9,6,13182370,56911914,43241477,13179870,49637671,0,0,0,0,2166858,69367777,0,67796890,64885509.896517605
0,35,0,0,8,1,28912201,72069168,11210759,40038425,10249837,0,0,0,0,5765533,1227845,0,78475319,15107832.0
1,28,1,3,7,5,37172832,1937059,23399979,46711496,411595,0,0,0,0,53384566,13791013,0,23488257,10054094.0
1,42,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,1,8,3,22375139,17616907,23399979,13346142,86483002,1,0,0,1,28026898,42040348,1,21616112,15250636.0
1,42,1,6,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,41,1,6,10,8,38002625,37379874,80076847,15348064,10089683,1,0,0,0,33365355,28938885,1,83630414,52674995.0
1,52,1,5,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,32,1,3,10,5,26105054,96092216,10176434,1494768,2722613,0,0,1,1,10676913,39936105,0,35714276,49696805.0
1,26,1,3,10,5,33218298,3507366,23399979,23756132,15855216,1,0,0,0,31363432,30640516,1,76459802,48524346.0
0,59,0,4,10,6,82606287,17352654,23399979,80877619,74503502,1,0,0,0,53384566,20731006,1,20100562,43419447.0
1,47,0,3,7,7,30790695,32682579,13468215,11121164,27832823,0,1,0,0,23427312,44987275,0,49801625,61867508.227248624
1,27,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,1,5,8,8,1018915,32671356,88084536,24023054,47773849,0,0,1,1,89085493,44459333,0,50868192,20816145.0
1,30,1,4,14,6,82606287,36819336,43241501,53384566,16015369,0,1,0,1,65396094,40038425,0,44115607,73937626.0
1,31,1,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,54,1,2,4,4,34641245,22861940,12325695,14947679,50928875,0,1,0,0,85415306,46755981,0,12633057,47289829.0
1,56,1,3,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,0,4,10,5,57142133,25064053,14413834,36034582,15695063,0,0,1,1,10009606,19018252,0,89573254,14324413.0
1,43,0,2,8,4,41303144,68545784,23399979,10076337,26745668,1,0,0,0,14814218,59546032,1,84687622,16831709.0
1,59,0,2,1,3,87450446,12005843,23399979,22807093,54111199,0,0,0,0,20864499,22518770,0,33042777,32942410.128085066
1,24,1,3,8,5,28912201,4794183,23399979,28774380,22196446,0,0,0,0,27495610,11538475,0,10890584,33823195.56495274
1,20,1,3,16,5,62615582,13163032,16015369,3203074,39237656,0,1,0,0,18684598,76962751,0,19464629,17265457.0
1,35,1,5,8,7,54732263,94810989,23399979,56454177,28827665,0,0,0,0,90753765,96092218,1,65046161,1227845.0
1,25,1,2,9,4,19939136,22861940,19306145,16202215,25544516,0,0,0,0,46711493,35923364,0,34099268,4793489.0
1,50,1,4,7,6,60378613,29378144,23399979,79225528,61946798,0,1,0,0,42196860,47658876,0,96841081,78403070.70016454
1,52,1,4,7,6,60514703,29628433,23399979,80076849,64061478,0,1,0,0,42707653,48935857,0,97350049,79365063.0
1,28,1,4,8,6,37172832,21458994,19218445,29308126,31710432,0,0,0,1,30028818,11744605,0,29019965,48785488.0
1,26,1,2,7,4,82606287,20419597,23399979,25357668,99295292,0,1,0,1,42707653,26247411,0,26450653,36790862.0
1,30,1,4,10,6,19965268,16912231,23399979,26692283,85041618,0,1,0,1,80076847,12678834,0,45173462,60724945.0
1,31,1,2,10,4,20651573,3119794,32030739,11611143,28026898,0,0,1,1,1134422,10104141,0,36786478,7572879.0
1,60,1,1,5,2,27857207,80416392,23399979,25379831,11589154,0,0,0,0,27118403,24857108,0,89460026,54844185.7868922
1,21,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,2,4,5,74345665,76073006,23399979,66730708,22741825,1,0,0,0,90753765,4448714,1,15762558,25268695.0
1,44,0,0,2,2,28912201,87509547,23399979,29963319,37628697,0,0,0,0,30028818,13482868,0,88616986,23173988.73371471
1,32,1,3,10,5,13017464,38235490,19104980,14996119,87138889,0,0,0,1,38201971,56141686,0,48106678,33179197.570421778
1,37,0,4,9,5,16729337,13693141,48046112,13012488,18779623,0,0,1,1,30028818,6005764,0,3114317,6627027.0
1,74,0,3,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,3,5,5,14789526,17949268,23399979,51026646,48338871,0,0,0,0,19506289,67486042,0,35261623,67682580.37013493
1,56,0,0,4,1,28912201,1040999,23399979,69399939,26137083,0,0,1,1,30028818,31363432,0,18417675,10676913.0
1,29,1,3,10,5,28157883,79836621,19218445,15348064,19859058,0,1,0,1,13879988,62281996,0,1643686,38819614.0
1,33,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,6,10,8,45644662,2857142,80076851,36034584,47245342,0,0,1,1,37369196,31140998,0,79597247,85913567.0
1,35,0,5,9,8,67850098,14201415,33462689,63508819,25979939,0,0,0,0,94898932,13984668,0,83292983,47430557.92707099
1,22,1,4,9,7,28912201,23702748,23399979,8505496,21652781,1,0,0,0,33365355,56165013,1,3507366,71513076.0
1,27,0,6,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,76,0,0,11,1,60858406,22861940,72107291,53384566,2162075,0,1,0,0,66730708,11121784,0,67264557,11121784.0
1,34,1,3,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,0,4,9,6,15137690,18542505,23399979,23223224,17845736,0,1,0,0,64861309,23663991,0,31105605,65271341.60551738
1,32,0,2,5,4,16563131,36387713,72444803,18589130,14081276,0,1,0,0,29131613,66743169,0,22152241,65348196.4994118
1,33,0,3,6,4,22868973,34370615,17160482,25492880,50035351,0,0,0,0,18927284,55426084,0,42191729,89098633.36086267
1,27,1,4,10,7,81923103,10570144,48046112,30295742,41239578,1,0,0,1,16682676,41306305,1,25168604,26018301.0
1,40,1,4,8,6,64101118,23868089,89333943,89811497,15039062,0,1,0,0,89811497,54535373,0,11784363,71860432.41704476
1,29,1,2,11,4,33758441,34477890,23399979,24455213,24440496,0,0,0,0,6245488,94869286,1,11215430,3750542.3229158134
1,27,1,3,8,5,41303144,11370913,23399979,26692283,12011527,1,0,0,0,26024976,16682677,1,12424559,16682677.0
1,44,0,4,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,0,10,2,82606287,29548358,23399979,25224209,84881458,0,1,0,0,30028818,31363432,0,36700491,33603850.543647975
1,22,1,2,8,4,28912201,1297245,23399979,27759974,24951946,0,0,0,0,26158438,10232042,0,16023824,29450486.0
0,45,0,0,14,1,41303144,13052527,1601537,34166121,12780265,0,0,1,1,69933782,24245491,0,20192014,98450031.0
1,28,1,4,8,6,39586432,22341441,23399979,20019212,72069163,1,0,0,0,28026898,41039386,1,66412177,19251808.0
1,38,0,1,1,2,82606287,73190239,23399979,16549217,96092224,0,1,0,0,64595327,12456399,0,92661629,5342905.0
1,25,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
